Date,High,Low,Open,Close,Volume
2021-08-26,16683.69921875,16603.400390625,16627.94921875,16636.900390625,253500
2021-08-27,16722.05078125,16565.599609375,16642.55078125,16705.19921875,217400
2021-08-30,16951.5,16764.849609375,16775.849609375,16931.05078125,283500
2021-08-31,17153.5,16915.849609375,16947.5,17132.19921875,464400
2021-09-01,17225.75,17055.05078125,17185.599609375,17076.25,301900
2021-09-02,17245.5,17059.69921875,17095.400390625,17234.150390625,242400
2021-09-03,17340.099609375,17212.19921875,17262.44921875,17323.599609375,261400
2021-09-06,17429.55078125,17345.55078125,17399.349609375,17377.80078125,228000
2021-09-07,17436.5,17287.0,17401.55078125,17362.099609375,243400
2021-09-08,17383.400390625,17254.19921875,17375.75,17353.5,252700
2021-09-09,17379.650390625,17302.69921875,17312.849609375,17369.25,241500
2021-09-13,17378.349609375,17269.150390625,17363.55078125,17355.30078125,241100
2021-09-14,17438.55078125,17367.05078125,17420.349609375,17380.0,230400
2021-09-15,17532.69921875,17386.900390625,17387.650390625,17519.44921875,388200
2021-09-16,17644.599609375,17510.44921875,17539.19921875,17629.5,503300
2021-09-17,17792.94921875,17537.650390625,17709.650390625,17585.150390625,508300
2021-09-20,17622.75,17361.80078125,17443.849609375,17396.900390625,339100
2021-09-21,17578.349609375,17326.099609375,17450.5,17562.0,363600
2021-09-22,17610.44921875,17524.0,17580.900390625,17546.650390625,295200
2021-09-23,17843.900390625,17646.55078125,17670.849609375,17822.94921875,320500
2021-09-24,17947.650390625,17819.400390625,17897.44921875,17853.19921875,360100
2021-09-27,17943.5,17802.900390625,17932.19921875,17855.099609375,295700
2021-09-28,17912.849609375,17576.099609375,17906.44921875,17748.599609375,398000
2021-09-29,17781.75,17608.150390625,17657.94921875,17711.30078125,562200
2021-09-30,17742.150390625,17585.349609375,17718.900390625,17618.150390625,378600
2021-10-01,17557.150390625,17452.900390625,17531.900390625,17532.05078125,305800
2021-10-04,17750.900390625,17581.349609375,17615.55078125,17691.25,295800
2021-10-05,17833.44921875,17640.900390625,17661.349609375,17822.30078125,427000
2021-10-06,17884.599609375,17613.150390625,17861.5,17646.0,395800
2021-10-07,17857.55078125,17763.80078125,17810.55078125,17790.349609375,419900
2021-10-08,17941.849609375,17840.349609375,17886.849609375,17895.19921875,324100
2021-10-11,18041.94921875,17839.099609375,17867.55078125,17945.94921875,375800
2021-10-12,18008.650390625,17864.94921875,17915.80078125,17991.94921875,355600
2021-10-13,18197.80078125,18050.75,18097.849609375,18161.75,506700
2021-10-14,18350.75,18248.69921875,18272.849609375,18338.55078125,538700
2021-10-18,18543.150390625,18445.30078125,18500.099609375,18477.05078125,469900
2021-10-19,18604.44921875,18377.69921875,18602.349609375,18418.75,368200
2021-10-20,18458.30078125,18209.349609375,18439.900390625,18266.599609375,371300
2021-10-21,18384.19921875,18048.0,18382.69921875,18178.099609375,365900
2021-10-22,18314.25,18034.349609375,18230.69921875,18114.900390625,324700
2021-10-25,18241.400390625,17968.5,18229.5,18125.400390625,418700
2021-10-26,18310.44921875,18099.30078125,18154.5,18268.400390625,341400
2021-10-27,18342.05078125,18167.900390625,18295.849609375,18210.94921875,335200
2021-10-28,18190.69921875,17799.44921875,18187.650390625,17857.25,374200
2021-10-29,17915.849609375,17613.099609375,17833.05078125,17671.650390625,336500
2021-11-01,17954.099609375,17697.099609375,17783.150390625,17929.650390625,281200
2021-11-02,18012.25,17847.599609375,17970.900390625,17888.94921875,296400
2021-11-03,17988.75,17757.94921875,17947.94921875,17829.19921875,331000
2021-11-04,17947.55078125,17900.599609375,17935.05078125,17916.80078125,48500
2021-11-08,18087.80078125,17836.099609375,18040.19921875,18068.55078125,338900
2021-11-09,18112.599609375,17983.05078125,18084.349609375,18044.25,270200
2021-11-10,18061.25,17915.0,17973.44921875,18017.19921875,261400
2021-11-11,17971.349609375,17798.19921875,17967.44921875,17873.599609375,232100
2021-11-12,18123.0,17905.900390625,17977.599609375,18102.75,249100
2021-11-15,18210.150390625,18071.30078125,18140.94921875,18109.44921875,280400
2021-11-16,18132.650390625,17958.80078125,18127.05078125,17999.19921875,267400
2021-11-17,18022.650390625,17879.25,17939.349609375,17898.650390625,295700
2021-11-18,17945.599609375,17688.5,17890.55078125,17764.80078125,278400
2021-11-22,17805.25,17280.44921875,17796.25,17416.55078125,356400
2021-11-23,17553.69921875,17216.099609375,17281.75,17503.349609375,308800
2021-11-24,17600.599609375,17354.0,17550.05078125,17415.05078125,298100
2021-11-25,17564.349609375,17351.69921875,17417.30078125,17536.25,255900
2021-11-26,17355.400390625,16985.69921875,17338.75,17026.44921875,356300
2021-11-29,17160.69921875,16782.400390625,17055.80078125,17053.94921875,348900
2021-11-30,17324.650390625,16931.400390625,17051.150390625,16983.19921875,498000
2021-12-01,17213.05078125,17064.25,17104.400390625,17166.900390625,295500
2021-12-02,17420.349609375,17149.30078125,17183.19921875,17401.650390625,279900
2021-12-03,17489.80078125,17180.80078125,17424.900390625,17196.69921875,292500
2021-12-06,17216.75,16891.69921875,17209.05078125,16912.25,231700
2021-12-07,17251.650390625,16987.75,17044.099609375,17176.69921875,254100
2021-12-08,17484.599609375,17308.94921875,17315.25,17469.75,257800
2021-12-09,17543.25,17379.599609375,17524.400390625,17516.849609375,237200
2021-12-10,17534.349609375,17405.25,17476.05078125,17511.30078125,204500
2021-12-13,17639.5,17355.94921875,17619.099609375,17368.25,256600
2021-12-14,17376.19921875,17225.80078125,17283.19921875,17324.900390625,271000
2021-12-15,17351.19921875,17192.19921875,17323.650390625,17221.400390625,215000
2021-12-16,17379.349609375,17184.94921875,17373.0,17248.400390625,219500
2021-12-17,17298.150390625,16966.44921875,17276.0,16985.19921875,354600
2021-12-20,16840.099609375,16410.19921875,16824.25,16614.19921875,330600
2021-12-21,16936.400390625,16688.25,16773.150390625,16770.849609375,241000
2021-12-22,16971.0,16819.5,16865.55078125,16955.44921875,207900
2021-12-23,17118.650390625,17015.55078125,17066.80078125,17072.599609375,197000
2021-12-24,17155.599609375,16909.599609375,17149.5,17003.75,182600
2021-12-27,17112.05078125,16833.19921875,16937.75,17086.25,144800
2021-12-28,17250.25,17161.150390625,17177.599609375,17233.25,176000
2021-12-29,17285.94921875,17176.650390625,17220.099609375,17213.599609375,161700
2021-12-30,17264.05078125,17146.349609375,17201.44921875,17203.94921875,320800
2021-12-31,17400.80078125,17238.5,17244.5,17354.05078125,167000
2022-01-03,17646.650390625,17383.30078125,17387.150390625,17625.69921875,200500
2022-01-04,17827.599609375,17593.55078125,17681.400390625,17805.25,247400
2022-01-05,17944.69921875,17748.849609375,17820.099609375,17925.25,251500
2022-01-06,17797.94921875,17655.55078125,17768.5,17745.900390625,236500
2022-01-07,17905.0,17704.55078125,17797.599609375,17812.69921875,239300
2022-01-10,18017.44921875,17879.150390625,17913.30078125,18003.30078125,232400
2022-01-11,18081.25,17964.400390625,17997.75,18055.75,220200
2022-01-12,18227.94921875,18128.80078125,18170.400390625,18212.349609375,245000
2022-01-13,18272.25,18163.80078125,18257.0,18257.80078125,303700
2022-01-14,18286.94921875,18119.650390625,18185.0,18255.75,229500
2022-01-17,18321.55078125,18228.75,18235.650390625,18308.099609375,266700
2022-01-18,18350.94921875,18085.900390625,18337.19921875,18113.05078125,227500
2022-01-19,18129.19921875,17884.900390625,18129.19921875,17938.400390625,276700
2022-01-20,17943.69921875,17648.44921875,17921.0,17757.0,258100
2022-01-21,17707.599609375,17485.849609375,17613.69921875,17617.150390625,277600
2022-01-24,17599.400390625,16997.849609375,17575.150390625,17149.099609375,323800
2022-01-25,17309.150390625,16836.80078125,17001.55078125,17277.94921875,326500
2022-01-27,17182.5,16866.75,17062.0,17110.150390625,395600
2022-01-28,17373.5,17077.099609375,17208.30078125,17101.94921875,355300
2022-01-31,17410.0,17264.150390625,17301.05078125,17339.849609375,321700
2022-02-01,17622.400390625,17244.55078125,17529.44921875,17576.849609375,386400
2022-02-02,17794.599609375,17674.80078125,17706.19921875,17780.0,271200
2022-02-03,17781.150390625,17511.150390625,17767.75,17560.19921875,226600
2022-02-04,17617.80078125,17462.55078125,17590.19921875,17516.30078125,261400
2022-02-07,17536.75,17119.400390625,17456.30078125,17213.599609375,265000
2022-02-08,17306.44921875,17043.650390625,17279.849609375,17266.75,268500
2022-02-09,17477.150390625,17339.0,17370.099609375,17463.80078125,236400
2022-02-10,17639.44921875,17427.150390625,17554.099609375,17605.849609375,273600
2022-02-11,17454.75,17303.0,17451.0,17374.75,253100
2022-02-14,17099.5,16809.650390625,17076.150390625,16842.80078125,305500
2022-02-15,17375.0,16839.25,16933.25,17352.44921875,298700
2022-02-16,17490.599609375,17257.69921875,17408.44921875,17322.19921875,244500
2022-02-17,17442.900390625,17235.849609375,17396.55078125,17304.599609375,232100
2022-02-18,17380.80078125,17219.19921875,17236.05078125,17276.30078125,189600
2022-02-21,17351.05078125,17070.69921875,17192.25,17206.650390625,215200
2022-02-22,17148.55078125,16843.80078125,16847.94921875,17092.19921875,300100
2022-02-23,17220.69921875,17027.849609375,17194.5,17063.25,200200
2022-02-24,16705.25,16203.25,16548.900390625,16247.9501953125,458000
2022-02-25,16748.80078125,16478.30078125,16515.650390625,16658.400390625,329800
2022-02-28,16815.900390625,16356.2998046875,16481.599609375,16793.900390625,404200
2022-03-02,16678.5,16478.650390625,16593.099609375,16605.94921875,517700
2022-03-03,16768.94921875,16442.94921875,16723.19921875,16498.05078125,442100
2022-03-04,16456.0,16133.7998046875,16339.4501953125,16245.349609375,456100
2022-03-07,15944.599609375,15711.4501953125,15867.9501953125,15863.150390625,585400
2022-03-08,16028.75,15671.4501953125,15747.75,16013.4501953125,543600
2022-03-09,16418.05078125,15990.0,16078.0,16345.349609375,462200
2022-03-10,16757.30078125,16447.900390625,16757.099609375,16594.900390625,486400
2022-03-11,16694.400390625,16470.900390625,16528.80078125,16630.44921875,343700
2022-03-14,16887.94921875,16606.5,16633.69921875,16871.30078125,314700
2022-03-15,16927.75,16555.0,16900.650390625,16663.0,381600
2022-03-16,16987.900390625,16837.849609375,16876.650390625,16975.349609375,260000
2022-03-17,17344.599609375,17175.75,17202.900390625,17287.05078125,448300
2022-03-21,17353.349609375,17096.400390625,17329.5,17117.599609375,285500
2022-03-22,17334.400390625,17006.30078125,17120.400390625,17315.5,338300
2022-03-23,17442.400390625,17199.599609375,17405.05078125,17245.650390625,292100
2022-03-24,17291.75,17091.150390625,17094.94921875,17222.75,290300
2022-03-25,17294.900390625,17076.55078125,17289.0,17153.0,237100
2022-03-28,17235.099609375,17003.900390625,17181.849609375,17222.0,253200
2022-03-29,17343.650390625,17235.69921875,17297.19921875,17325.30078125,235100
2022-03-30,17522.5,17387.19921875,17468.150390625,17498.25,505000
2022-03-31,17559.80078125,17435.19921875,17519.19921875,17464.75,281100
2022-04-01,17703.69921875,17422.69921875,17436.900390625,17670.44921875,291800
2022-04-04,18114.650390625,17791.400390625,17809.099609375,18053.400390625,345500
2022-04-05,18095.44921875,17921.55078125,18080.599609375,17957.400390625,283500
2022-04-06,17901.0,17779.849609375,17842.75,17807.650390625,328800
2022-04-07,17787.5,17623.69921875,17723.30078125,17639.55078125,308800
2022-04-08,17842.75,17600.55078125,17698.150390625,17784.349609375,274400
2022-04-11,17779.05078125,17650.94921875,17740.900390625,17674.94921875,251700
2022-04-12,17595.30078125,17442.349609375,17584.849609375,17530.30078125,266000
2022-04-13,17663.650390625,17457.400390625,17599.900390625,17475.650390625,245100
2022-04-18,17237.75,17067.849609375,17183.44921875,17173.650390625,376100
2022-04-19,17275.650390625,16824.69921875,17258.94921875,16958.650390625,401400
2022-04-20,17186.900390625,16978.94921875,17045.25,17136.55078125,286100
2022-04-21,17414.69921875,17215.5,17234.599609375,17392.599609375,285200
2022-04-22,17315.30078125,17149.19921875,17242.75,17171.94921875,262700
2022-04-25,17054.30078125,16888.69921875,17009.05078125,16953.94921875,275700
2022-04-26,17223.849609375,17064.44921875,17121.30078125,17200.80078125,261100
2022-04-27,17110.69921875,16958.44921875,17073.349609375,17038.400390625,265100
2022-04-28,17322.5,17071.05078125,17189.5,17245.05078125,312900
2022-04-29,17377.650390625,17053.25,17329.25,17102.55078125,336200
2022-05-02,17092.25,16917.25,16924.44921875,17069.099609375,278200
2022-05-04,17132.849609375,16623.94921875,17096.599609375,16677.599609375,310600
2022-05-05,16945.69921875,16651.849609375,16854.75,16682.650390625,265800
2022-05-06,16484.19921875,16340.900390625,16415.55078125,16411.25,300500
2022-05-09,16403.69921875,16142.099609375,16227.7001953125,16301.849609375,288400
2022-05-10,16404.55078125,16197.2998046875,16248.900390625,16240.0498046875,283100
2022-05-11,16318.75,15992.599609375,16270.0498046875,16167.099609375,284300
2022-05-12,16041.9501953125,15735.75,16021.099609375,15808.0,314900
2022-05-13,16083.599609375,15740.849609375,15977.0,15782.150390625,369100
2022-05-16,15977.9501953125,15739.650390625,15845.099609375,15842.2998046875,217600
2022-05-17,16284.25,15900.7998046875,15912.599609375,16259.2998046875,295700
2022-05-18,16399.80078125,16211.2001953125,16318.150390625,16240.2998046875,290400
2022-05-19,15984.75,15775.2001953125,15917.400390625,15809.400390625,313900
2022-05-20,16283.0498046875,16003.849609375,16043.7998046875,16266.150390625,252400
2022-05-23,16414.69921875,16185.75,16290.9501953125,16214.7001953125,293800
2022-05-24,16262.7998046875,16078.599609375,16225.5498046875,16125.150390625,249800
2022-05-25,16223.349609375,16006.9501953125,16196.349609375,16025.7998046875,243300
2022-05-26,16204.4501953125,15903.7001953125,16105.0,16170.150390625,314300
2022-05-27,16370.599609375,16221.9501953125,16296.599609375,16352.4501953125,274100
2022-05-30,16695.5,16506.150390625,16527.900390625,16661.400390625,251400
2022-05-31,16690.75,16521.900390625,16578.44921875,16584.55078125,651600
2022-06-01,16649.19921875,16438.849609375,16594.400390625,16522.75,249600
2022-06-02,16646.400390625,16443.05078125,16481.650390625,16628.0,236000
2022-06-03,16793.849609375,16567.900390625,16761.650390625,16584.30078125,245500
2022-06-06,16610.94921875,16444.55078125,16530.69921875,16569.55078125,233600
2022-06-07,16487.25,16347.099609375,16469.599609375,16416.349609375,233800
2022-06-08,16514.30078125,16293.349609375,16474.94921875,16356.25,243500
2022-06-09,16492.80078125,16243.849609375,16263.849609375,16478.099609375,205000
2022-06-10,16324.7001953125,16172.599609375,16283.9501953125,16201.7998046875,189700
2022-06-13,15886.150390625,15684.0,15877.5498046875,15774.400390625,225500
2022-06-14,15858.0,15659.4501953125,15674.25,15732.099609375,225400
2022-06-15,15783.650390625,15678.900390625,15729.25,15692.150390625,183000
2022-06-16,15863.150390625,15335.099609375,15832.25,15360.599609375,264700
2022-06-17,15400.400390625,15183.400390625,15272.650390625,15293.5,342600
2022-06-20,15382.5,15191.099609375,15334.5,15350.150390625,260000
2022-06-21,15707.25,15419.849609375,15455.9501953125,15638.7998046875,262800
2022-06-22,15565.400390625,15385.9501953125,15545.650390625,15413.2998046875,220900
2022-06-23,15628.4501953125,15367.5,15451.5498046875,15556.650390625,259200
2022-06-24,15749.25,15619.4501953125,15657.400390625,15699.25,219600
2022-06-27,15927.4501953125,15815.5,15926.2001953125,15832.0498046875,210900
2022-06-28,15892.099609375,15710.150390625,15757.4501953125,15850.2001953125,251900
2022-06-29,15861.599609375,15687.7998046875,15701.7001953125,15799.099609375,444900
2022-06-30,15890.0,15728.849609375,15774.5,15780.25,306000
2022-07-01,15793.9501953125,15511.0498046875,15703.7001953125,15752.0498046875,364100
2022-07-04,15852.349609375,15661.7998046875,15710.5,15835.349609375,304300
2022-07-05,16025.75,15785.4501953125,15909.150390625,15810.849609375,254200
2022-07-06,16011.349609375,15800.900390625,15818.2001953125,15989.7998046875,288400
2022-07-07,16150.5,16045.9501953125,16113.75,16132.900390625,264600
2022-07-08,16275.5,16157.900390625,16273.650390625,16220.599609375,281100
2022-07-11,16248.5498046875,16115.5,16136.150390625,16216.0,255900
2022-07-12,16158.75,16031.150390625,16126.2001953125,16058.2998046875,208600
2022-07-13,16140.0,15950.150390625,16128.2001953125,15966.650390625,233300
2022-07-14,16070.849609375,15858.2001953125,16018.849609375,15938.650390625,228600
2022-07-15,16066.9501953125,15927.2998046875,16010.7998046875,16049.2001953125,205800
2022-07-18,16287.9501953125,16142.2001953125,16151.400390625,16278.5,227700
2022-07-19,16359.5,16187.0498046875,16187.0498046875,16340.5498046875,222600
2022-07-20,16588.0,16490.94921875,16562.80078125,16520.849609375,284400
2022-07-21,16626.94921875,16483.900390625,16523.55078125,16605.25,243600
2022-07-22,16752.25,16610.900390625,16661.25,16719.44921875,190900
2022-07-25,16706.05078125,16564.25,16662.55078125,16631.0,211400
2022-07-26,16636.099609375,16463.30078125,16632.900390625,16483.849609375,208200
2022-07-27,16653.44921875,16438.75,16475.349609375,16641.80078125,185200
2022-07-28,16947.650390625,16746.25,16774.849609375,16929.599609375,376300
2022-07-29,17172.80078125,17018.150390625,17079.5,17158.25,436100
2022-08-01,17356.25,17154.80078125,17243.19921875,17340.05078125,381500
2022-08-02,17390.150390625,17215.849609375,17310.150390625,17345.44921875,333600
2022-08-03,17407.5,17225.849609375,17349.25,17388.150390625,285400
2022-08-04,17490.69921875,17161.25,17463.099609375,17382.0,325000
2022-08-05,17474.400390625,17348.75,17423.650390625,17397.5,355300
2022-08-08,17548.80078125,17359.75,17401.5,17525.099609375,257000
2022-08-10,17566.099609375,17442.80078125,17566.099609375,17534.75,312700
2022-08-11,17719.30078125,17631.94921875,17711.650390625,17659.0,311200
2022-08-12,17724.650390625,17597.849609375,17659.650390625,17698.150390625,303900
2022-08-16,17839.099609375,17764.05078125,17797.19921875,17825.25,0
2022-08-17,17965.94921875,17833.349609375,17868.150390625,17944.25,262800
2022-08-18,17968.44921875,17852.05078125,17898.650390625,17956.5,263900
2022-08-19,17992.19921875,17710.75,17966.55078125,17758.44921875,295600
2022-08-22,17690.05078125,17467.349609375,17682.900390625,17490.69921875,287600
2022-08-23,17625.55078125,17345.19921875,17357.349609375,17577.5,285600
2022-08-24,17623.650390625,17499.25,17525.44921875,17604.94921875,262000
2022-08-25,17726.5,17487.44921875,17679.0,17522.44921875,230200
2022-08-26,17685.849609375,17519.349609375,17619.30078125,17558.900390625,266600
2022-08-29,17380.150390625,17166.19921875,17188.650390625,17312.900390625,244900
2022-08-30,17777.650390625,17401.5,17414.94921875,17759.30078125,324700
2022-09-01,17695.599609375,17468.44921875,17485.69921875,17542.80078125,308500
2022-09-02,17643.849609375,17476.44921875,17598.400390625,17539.44921875,256300
2022-09-05,17683.150390625,17540.349609375,17546.44921875,17665.80078125,230300
2022-09-06,17764.650390625,17587.650390625,17695.69921875,17655.599609375,251200
2022-09-07,17650.75,17484.30078125,17519.400390625,17624.400390625,354100
2022-09-08,17807.650390625,17691.94921875,17748.150390625,17798.75,279800
2022-09-09,17925.94921875,17786.0,17923.349609375,17833.349609375,270300
2022-09-12,17980.55078125,17889.150390625,17890.849609375,17936.349609375,228200
2022-09-13,18088.30078125,18015.44921875,18044.44921875,18070.05078125,259900
2022-09-14,18091.55078125,17771.150390625,17771.150390625,18003.75,365900
2022-09-15,18096.150390625,17861.5,18046.349609375,17877.400390625,289600
2022-09-16,17820.05078125,17497.25,17796.80078125,17530.849609375,468500
2022-09-19,17667.19921875,17429.69921875,17540.650390625,17622.25,258300
2022-09-20,17919.30078125,17744.400390625,17770.400390625,17816.25,263100
2022-09-21,17838.69921875,17663.599609375,17766.349609375,17718.349609375,245500
2022-09-22,17722.75,17532.44921875,17609.650390625,17629.80078125,284100
2022-09-23,17642.150390625,17291.650390625,17593.849609375,17327.349609375,390800
2022-09-26,17196.400390625,16978.30078125,17156.30078125,17016.30078125,492000
2022-09-27,17176.44921875,16942.349609375,17110.900390625,17007.400390625,359900
2022-09-28,17037.599609375,16820.400390625,16870.55078125,16858.599609375,323900
2022-09-29,17026.05078125,16788.599609375,16993.599609375,16818.099609375,340000
2022-09-30,17187.099609375,16747.69921875,16798.05078125,17094.349609375,376100
2022-10-03,17114.650390625,16855.55078125,17102.099609375,16887.349609375,278400
2022-10-04,17287.30078125,17117.30078125,17147.44921875,17274.30078125,226000
2022-10-06,17428.80078125,17315.650390625,17379.25,17331.80078125,265500
2022-10-07,17337.349609375,17216.94921875,17287.19921875,17314.650390625,216300
2022-10-10,17280.150390625,17064.69921875,17094.349609375,17241.0,234000
